col_0,400000000.0,400000000.0,400000000.0,400000000.0,400000000.0,400000000.0,400000000.0,400000000.0,400000000.0,400000000.0,400000000.0,400000000.0,400000000.0,400000000.0,400000000.0,400000000.0,400000000.0,400000000.0,400000000.0,400000000.0,400000000.0,400000000.0,400000000.0,400000000.0,400000000.0,400000000.0,400000000.0,400000000.0,400000000.0,400000000.0,400000000.0,400000000.0
col_1,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4
col_2,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
col_3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
col_4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
col_5,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,10.0,10.0,10.0,10.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,10.0,10.0,10.0,10.0
col_6,0.001,0.005,0.01,0.02,0.001,0.005,0.01,0.02,0.001,0.005,0.01,0.02,0.001,0.005,0.01,0.02,0.001,0.005,0.01,0.02,0.001,0.005,0.01,0.02,0.001,0.005,0.01,0.02,0.001,0.005,0.01,0.02
row_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.08055555555555556,0.08055555555555556,0.08055555555555556,0.08083333333333333,0.09333333333333334,0.09361111111111112,0.09333333333333334,0.09305555555555556,0.09888888888888889,0.09888888888888889,0.09944444444444445,0.1025,0.14888888888888888,0.14055555555555554,0.13972222222222222,0.14277777777777778,0.08027777777777778,0.08055555555555556,0.08055555555555556,0.08055555555555556,0.09333333333333334,0.035277777777777776,0.034722222222222224,0.03361111111111111,0.04666666666666667,0.04694444444444444,0.04666666666666667,0.04111111111111111,0.075,0.07444444444444444,0.07527777777777778,0.075
5,0.14583333333333334,0.15666666666666668,0.1575,0.15805555555555556,0.19305555555555556,0.19027777777777777,0.19277777777777777,0.19027777777777777,0.22444444444444445,0.21805555555555556,0.22111111111111112,0.21722222222222223,0.22361111111111112,0.2175,0.22305555555555556,0.2222222222222222,0.1511111111111111,0.14305555555555555,0.15666666666666668,0.15083333333333335,0.18694444444444444,0.10527777777777778,0.105,0.10472222222222222,0.12472222222222222,0.12222222222222222,0.12583333333333332,0.12527777777777777,0.13583333333333333,0.13416666666666666,0.13555555555555557,0.13583333333333333
6,0.1786111111111111,0.1761111111111111,0.17972222222222223,0.18222222222222223,0.21416666666666667,0.21583333333333332,0.2127777777777778,0.2075,0.22111111111111112,0.21666666666666667,0.21611111111111111,0.22083333333333333,0.22666666666666666,0.21722222222222223,0.22527777777777777,0.22527777777777777,0.16333333333333333,0.16833333333333333,0.1713888888888889,0.1711111111111111,0.19694444444444445,0.12027777777777778,0.12194444444444444,0.11777777777777777,0.13694444444444445,0.13444444444444445,0.13944444444444445,0.13666666666666666,0.1386111111111111,0.13777777777777778,0.13944444444444445,0.13805555555555554
